Date,Stock,Direction,Predicted,Confidence
2024-05-23,AXISBANK,1,1,0.5191962136199498
2024-05-24,AXISBANK,1,1,0.5191962136199498
2024-05-27,AXISBANK,-1,1,0.5191962136199498
2024-05-28,AXISBANK,-1,1,0.5191962136199498
2024-05-29,AXISBANK,1,1,0.5191962136199498
2024-05-30,AXISBANK,-1,1,0.5191962136199498
2024-05-31,AXISBANK,1,1,0.5191962136199498
2024-06-03,AXISBANK,-1,1,0.5315143905627648
2024-06-04,AXISBANK,1,1,0.5229673820157562
2024-06-05,AXISBANK,-1,1,0.5191962136199498
2024-06-06,AXISBANK,1,1,0.5191962136199498
2024-06-07,AXISBANK,1,1,0.5315143905627648
2024-06-10,AXISBANK,-1,1,0.5191962136199498
2024-06-11,AXISBANK,-1,1,0.5191962136199498
2024-06-12,AXISBANK,-1,1,0.5229673820157562
2024-06-13,AXISBANK,1,1,0.5191962136199498
2024-06-14,AXISBANK,1,1,0.5191962136199498
2024-06-18,AXISBANK,1,1,0.5191962136199498
2024-06-19,AXISBANK,1,1,0.5191962136199498
2024-06-20,AXISBANK,-1,1,0.5191962136199498
2024-06-21,AXISBANK,-1,1,0.5191962136199498
2024-06-24,AXISBANK,1,1,0.5191962136199498
2024-06-25,AXISBANK,1,1,0.5191962136199498
2024-06-26,AXISBANK,1,1,0.5191962136199498
2024-06-27,AXISBANK,-1,1,0.5191962136199498
2024-06-28,AXISBANK,-1,1,0.5191962136199498
2024-07-01,AXISBANK,-1,1,0.5199141110379569
2024-07-02,AXISBANK,1,1,0.5191962136199498
2024-07-03,AXISBANK,1,1,0.5191962136199498
2024-07-04,AXISBANK,1,1,0.5191962136199498
2024-07-05,AXISBANK,1,1,0.5191962136199498
2024-07-08,AXISBANK,1,1,0.5191962136199498
2024-07-09,AXISBANK,1,1,0.5191962136199498
2024-07-10,AXISBANK,1,1,0.5191962136199498
2024-07-11,AXISBANK,1,1,0.5191962136199498
2024-07-12,AXISBANK,-1,1,0.5191962136199498
2024-07-15,AXISBANK,-1,1,0.5191962136199498
2024-07-16,AXISBANK,1,1,0.5191962136199498
2024-07-18,AXISBANK,-1,1,0.5191962136199498
2024-07-19,AXISBANK,-1,1,0.5191962136199498
2024-07-22,AXISBANK,-1,1,0.5191962136199498
2024-07-23,AXISBANK,-1,1,0.5191962136199498
2024-07-24,AXISBANK,-1,1,0.5315143905627648
2024-07-25,AXISBANK,1,1,0.5229673820157562
2024-07-26,AXISBANK,-1,1,0.5191962136199498
2024-07-29,AXISBANK,-1,1,0.5191962136199498
2024-07-30,AXISBANK,-1,1,0.5191962136199498
2024-07-31,AXISBANK,1,1,0.5191962136199498
2024-08-01,AXISBANK,-1,1,0.5315143905627648
2024-08-02,AXISBANK,-1,1,0.5191962136199498
2024-08-05,AXISBANK,-1,1,0.5199141110379569
2024-08-06,AXISBANK,1,1,0.5229673820157562
2024-08-07,AXISBANK,1,1,0.5229673820157562
2024-08-08,AXISBANK,1,1,0.5191962136199498
2024-08-09,AXISBANK,1,1,0.5191962136199498
2024-08-12,AXISBANK,-1,1,0.5191962136199498
2024-08-13,AXISBANK,-1,1,0.5191962136199498
2024-08-14,AXISBANK,1,1,0.5199141110379569
2024-08-16,AXISBANK,-1,1,0.5199141110379569
2024-08-19,AXISBANK,1,1,0.5191962136199498
2024-08-20,AXISBANK,1,1,0.5229673820157562
2024-08-21,AXISBANK,-1,1,0.5191962136199498
2024-08-22,AXISBANK,-1,1,0.5191962136199498
2024-08-23,AXISBANK,1,1,0.5199141110379569
2024-08-26,AXISBANK,1,1,0.5191962136199498
2024-08-27,AXISBANK,-1,1,0.5191962136199498
